"Excel Raw Data Export"
"Copyright (c) 2013 QIAGEN GmbH. All Rights Reserved."
"File","Run 2024-04-15 braf group 3.rex"
"Date","4/15/2024"
"Time","3:30:18 PM"

"Operator","djn"
"Run Id",""
"Notes",""
"Machine Serial No","0512168"

"Channel","Gain"
"Green","5"
"Yellow","5"
"Orange","5"
"Red","5"
"Crimson","7"
"HRM","7"
"Green 2","7"
"Green 3","9"

"Channel","Threshold"


"Channel Cycling A.Green"

"ID","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26"
"Page 1"," BRAF WT"," BRAF WT"," BRAF WT"," BRAF WT"," BRAF WT"," BRAF WT"," BRAF WT"," BRAF WT"," BRAF MUT"," BRAF MUT"," BRAF MUT"," BRAF MUT"," BRAF MUT"," BRAF MUT"," BRAF MUT"," BRAF MUT"," BRAF NTC"," BRAF NTC"," BRAF NTC"," BRAF NTC"," BRAF NTC"," BRAF NTC"," BRAF NTC"," BRAF NTC"," PCR NTC"," PCR NTC"
"45","2.94254978255894","2.78502581317871","2.67351935468209","2.92471852554251","2.64133669031815","2.66856817554918","2.8516337557308","2.71264718598204","13.749686645086","16.7808232242313","14.2203911395946","14.0148666470479","13.7461485641847","12.3528140179548","12.0732651037069","13.638005137204","2.34026445058718","2.34542065853579","2.38226029711495","2.53769271851213","2.55344472419318","2.55792070394954","2.50867856870375","2.35833269754075","2.6588258769536","2.45212481879911"



"Channel Cycling A.Green 2"

"ID","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26"
"Page 1"," BRAF WT"," BRAF WT"," BRAF WT"," BRAF WT"," BRAF WT"," BRAF WT"," BRAF WT"," BRAF WT"," BRAF MUT"," BRAF MUT"," BRAF MUT"," BRAF MUT"," BRAF MUT"," BRAF MUT"," BRAF MUT"," BRAF MUT"," BRAF NTC"," BRAF NTC"," BRAF NTC"," BRAF NTC"," BRAF NTC"," BRAF NTC"," BRAF NTC"," BRAF NTC"," PCR NTC"," PCR NTC"
"1","5.07042038605325","4.6872445476245","4.49937692327255","4.98915519515199","4.65648126955062","4.6764207029714","5.11599791068777","4.72516420788337","5.16934971135017","4.82054300319349","5.14272635124089","5.06348843039161","5.11518317558197","4.87261259886574","5.01655603875791","5.07133592736705","5.17797301500666","4.96235129789719","4.9855293609013","5.27624279283698","5.01269768607832","5.20536100302637","5.08746689337213","5.01599262871865","5.379517306274","5.20896056716611"
"2","5.12888423852031","4.73040578098944","4.59953870803035","4.99028704567729","4.67776215544584","4.74402990768292","5.05476898930778","4.75837338826581","5.1881848219683","4.95117112993057","5.12038278346358","5.07198988544834","5.16060120546273","4.80821952646169","5.03122649838145","5.12784517179115","5.19946084789298","5.00109356323593","4.96735659244242","5.28877698939498","5.14554563719132","5.31597395195203","5.03307937961177","5.04223479274979","5.35177495122563","5.31101156415874"
